# framepath, x, y, w, h, confidence, classID, className,
04094.png,999,539,464,445,0.924805,7,truck,
04094.png,575.5,426,31,34,0.742676,7,truck,
04095.png,367.5,494,183,108,0.938477,2,car,
04095.png,164.5,422,121,27,0.874023,2,car,
04095.png,545,437,48,35,0.788574,2,car,
04095.png,627.5,440,43,36,0.695312,2,car,
04095.png,660.5,426,21,19,0.637695,2,car,
04095.png,640,719,1280,229,0.603027,2,car,
04095.png,595,422,14,12,0.581543,2,car,
04095.png,998,538,468,444,0.931152,7,truck,
04095.png,575.5,427,31,34,0.742188,7,truck,
04095.png,242.5,359,9,14,0.521973,9,traffic light,
04095.png,139.5,503,279,83,0.521973,13,bench,
04096.png,368,493,182,108,0.935547,2,car,
04096.png,146.5,419,125,27,0.829102,2,car,
04096.png,545.5,436,49,35,0.82373,2,car,
04096.png,640,718,1280,230,0.756348,2,car,
04096.png,626,439,42,36,0.65918,2,car,
04096.png,595,420,14,12,0.622559,2,car,
04096.png,661.5,424,21,18,0.569824,2,car,
04096.png,998.5,538,465,445,0.932129,7,truck,
04096.png,576,426,32,37,0.745117,7,truck,
04096.png,240.5,359,9,15,0.50293,9,traffic light,
04097.png,369.5,494,181,107,0.938965,2,car,
04097.png,128,421,134,29,0.819336,2,car,
04097.png,545,436,48,34,0.812012,2,car,
04097.png,639,718,1278,227,0.811523,2,car,
04097.png,626,440,42,36,0.682617,2,car,
04097.png,660.5,426,21,19,0.64209,2,car,
04097.png,595,422,14,12,0.594238,2,car,
04097.png,998,538,460,446,0.936523,7,truck,
04097.png,575,427,30,33,0.755371,7,truck,
04097.png,143,509,282,89,0.519531,13,bench,
04098.png,370,494,180,107,0.937988,2,car,
04098.png,109.5,420,141,30,0.809082,2,car,
04098.png,639,717,1278,227,0.808594,2,car,
04098.png,545.5,436,47,34,0.788574,2,car,
04098.png,626,440,42,36,0.655273,2,car,
04098.png,660.5,426,21,19,0.602051,2,car,
04098.png,595,422,14,12,0.601074,2,car,
04098.png,998.5,538,459,446,0.935547,7,truck,
04098.png,575,427,30,33,0.763184,7,truck,
04098.png,235.5,358,9,16,0.581543,9,traffic light,
04099.png,371.5,493,179,106,0.937988,2,car,
04099.png,89,421,146,31,0.86084,2,car,
04099.png,545,436,48,34,0.803223,2,car,
04099.png,639,719,1278,227,0.707031,2,car,
04099.png,627.5,440,43,36,0.681152,2,car,
04099.png,660.5,426,21,19,0.655273,2,car,
04099.png,595,422,14,11,0.534668,2,car,
04099.png,1003,538,466,446,0.92041,7,truck,
04099.png,575,427,30,33,0.773926,7,truck,
04100.png,371,493,180,106,0.936523,2,car,
04100.png,545,436,48,34,0.780273,2,car,
04100.png,640,719,1278,221,0.720703,2,car,
04100.png,74.5,422,147,34,0.665039,2,car,
04100.png,627,439,42,36,0.661133,2,car,
04100.png,660.5,426,21,19,0.623535,2,car,
04100.png,595,421,14,12,0.532227,2,car,
04100.png,1001.5,538,465,447,0.92627,7,truck,
04100.png,576,427,32,36,0.708008,7,truck,
04101.png,373.5,493,177,105,0.935059,2,car,
04101.png,640,717,1280,230,0.808105,2,car,
04101.png,546,436,48,34,0.780762,2,car,
04101.png,63,420,126,33,0.755859,2,car,
04101.png,626,440,42,36,0.689941,2,car,
04101.png,660.5,426,21,19,0.607422,2,car,
04101.png,595.5,423,13,11,0.599121,2,car,
04101.png,1005,538,472,447,0.922852,7,truck,
04101.png,575,427,30,33,0.743164,7,truck,
04102.png,374,493,176,105,0.935059,2,car,
04102.png,640,717,1280,222,0.836426,2,car,
04102.png,546,436,48,34,0.808105,2,car,
04102.png,626,439,42,35,0.668945,2,car,
04102.png,595.5,421,13,12,0.595703,2,car,
04102.png,660.5,425,21,19,0.533691,2,car,
04102.png,52,418,104,34,0.512695,2,car,
04102.png,1001,537,466,448,0.93457,7,truck,
04102.png,575,427,30,35,0.710449,7,truck,
04103.png,375,492,176,104,0.932617,2,car,
04103.png,546.5,437,47,35,0.744629,2,car,
04103.png,626,440,42,36,0.661621,2,car,
04103.png,595,422,14,12,0.625977,2,car,
04103.png,639,719,1278,223,0.611328,2,car,
04103.png,661.5,426,21,19,0.523926,2,car,
04103.png,1000.5,539,471,450,0.936523,7,truck,
04103.png,575.5,427,31,32,0.725098,7,truck,
04103.png,222.5,356,9,15,0.587402,9,traffic light,
04104.png,375.5,492,175,103,0.936035,2,car,
04104.png,546.5,438,47,35,0.743164,2,car,
04104.png,626,440,42,36,0.727051,2,car,
04104.png,639,719,1278,222,0.706055,2,car,
04104.png,29,419,58,35,0.658691,2,car,
04104.png,595,423,14,11,0.591797,2,car,
04104.png,660.5,426,21,20,0.572266,2,car,
04104.png,1001,539,470,450,0.936523,7,truck,
04104.png,574,427,32,32,0.712402,7,truck,
04105.png,376.5,492,173,103,0.936523,2,car,
04105.png,546.5,436,47,34,0.802246,2,car,
04105.png,640,719,1280,221,0.773438,2,car,
04105.png,626,440,42,36,0.704102,2,car,
04105.png,595,422,14,11,0.645996,2,car,
04105.png,16,419,32,34,0.645508,2,car,
04105.png,661.5,426,21,19,0.564453,2,car,
04105.png,1003,537,470,448,0.935547,7,truck,
04105.png,575.5,427,31,31,0.691895,7,truck,
04106.png,378,492,172,103,0.934082,2,car,
04106.png,639,719,1278,221,0.834473,2,car,
04106.png,546,436,48,34,0.751953,2,car,
04106.png,626,440,42,36,0.692383,2,car,
04106.png,595,423,14,11,0.591797,2,car,
04106.png,661.5,426,21,20,0.535156,2,car,
04106.png,1001,539,472,452,0.936523,7,truck,
04106.png,575.5,427,31,32,0.697266,7,truck,
04107.png,379,491,170,102,0.932617,2,car,
04107.png,640,719,1280,233,0.842773,2,car,
04107.png,547,436,48,34,0.780762,2,car,
04107.png,626.5,440,43,36,0.685059,2,car,
04107.png,660.5,426,21,20,0.572266,2,car,
04107.png,595.5,423,13,11,0.54541,2,car,
04107.png,1006,539,480,452,0.927734,7,truck,
04107.png,575,427,32,32,0.688965,7,truck,
04108.png,380.5,491,169,102,0.933594,2,car,
04108.png,640,718,1280,230,0.849609,2,car,
04108.png,546.5,437,49,35,0.786621,2,car,
04108.png,626,440,42,36,0.666992,2,car,
04108.png,595.5,423,13,11,0.56543,2,car,
04108.png,660.5,426,21,19,0.54541,2,car,
04108.png,1007.5,539,483,452,0.929688,7,truck,
04108.png,575.5,428,31,33,0.675293,7,truck,
04108.png,241.5,484,109,46,0.636719,13,bench,
04109.png,381,491,168,101,0.933105,2,car,
04109.png,640,718,1280,226,0.849609,2,car,
04109.png,546.5,438,47,35,0.810059,2,car,
04109.png,626.5,440,43,36,0.704102,2,car,
04109.png,660.5,426,21,20,0.586426,2,car,
04109.png,595.5,423,13,11,0.544922,2,car,
04109.png,1007.5,539,481,452,0.928711,7,truck,
04109.png,575.5,428,31,33,0.686035,7,truck,
04110.png,381.5,491,167,101,0.934082,2,car,
04110.png,640,718,1280,224,0.844727,2,car,
04110.png,546,437,48,34,0.805176,2,car,
04110.png,626.5,440,43,36,0.726562,2,car,
04110.png,661.5,426,21,20,0.601074,2,car,
04110.png,1007.5,539,479,452,0.934082,7,truck,
04110.png,575,428,30,33,0.709961,7,truck,
04111.png,383,491,166,101,0.931152,2,car,
04111.png,546.5,436,47,34,0.786133,2,car,
04111.png,640,719,1280,228,0.743652,2,car,
04111.png,626.5,440,43,36,0.72168,2,car,
04111.png,661.5,426,21,20,0.604004,2,car,
04111.png,595.5,422,13,10,0.570312,2,car,
04111.png,1009.5,538,485,452,0.932129,7,truck,
04111.png,576,427,30,32,0.716797,7,truck,
04112.png,384.5,490,165,100,0.933105,2,car,
04112.png,547,438,48,35,0.770996,2,car,
04112.png,626.5,441,43,36,0.764648,2,car,
04112.png,640,719,1280,225,0.703613,2,car,
04112.png,661.5,427,21,19,0.605469,2,car,
04112.png,595.5,424,13,11,0.59668,2,car,
04112.png,1012.5,539,487,452,0.933105,7,truck,
04112.png,576.5,429,29,33,0.700684,7,truck,
04113.png,385,489,164,100,0.932617,2,car,
04113.png,548,436,48,34,0.845703,2,car,
04113.png,640,718,1280,229,0.775391,2,car,
04113.png,626.5,440,43,36,0.73584,2,car,
04113.png,660,426,22,20,0.586426,2,car,
04113.png,595.5,422,13,10,0.52002,2,car,
04113.png,1013,538,488,452,0.933105,7,truck,
04113.png,576.5,426,29,32,0.662109,7,truck,
04114.png,386.5,489,163,100,0.930176,2,car,
04114.png,547,437,48,35,0.841797,2,car,
04114.png,640,719,1280,225,0.817383,2,car,
04114.png,626.5,440,43,36,0.71582,2,car,
04114.png,660,426,22,20,0.603516,2,car,
04114.png,1008.5,539,483,454,0.935547,7,truck,
04114.png,576.5,427,29,33,0.655762,7,truck,
04115.png,387.5,489,163,100,0.931152,2,car,
04115.png,547,436,48,34,0.847656,2,car,
04115.png,640,718,1280,231,0.768066,2,car,
04115.png,626.5,440,43,36,0.749512,2,car,
04115.png,660,426,22,20,0.631348,2,car,
04115.png,1011,539,490,454,0.933105,7,truck,
04115.png,576.5,426,29,32,0.668945,7,truck,
04115.png,246,484,122,50,0.831543,13,bench,
04116.png,388,489,162,99,0.934082,2,car,
04116.png,548,436,48,34,0.842285,2,car,
04116.png,640,718,1280,226,0.802246,2,car,
04116.png,626.5,440,43,36,0.754395,2,car,
04116.png,661,426,22,19,0.63623,2,car,
04116.png,596.5,422,13,11,0.513184,2,car,
04116.png,1016,540,490,456,0.925293,7,truck,
04116.png,576.5,426,29,31,0.660156,7,truck,
04116.png,243,486,126,49,0.624023,13,bench,
04117.png,388,488,162,99,0.933105,2,car,
04117.png,548,436,48,34,0.839844,2,car,
04117.png,640,718,1280,223,0.753906,2,car,
04117.png,626.5,440,43,36,0.719238,2,car,
04117.png,661,426,22,19,0.623047,2,car,
04117.png,1016.5,540,491,456,0.924316,7,truck,
04117.png,576,426,30,31,0.67334,7,truck,
04118.png,390,486,160,97,0.935059,2,car,
04118.png,548,435,48,34,0.843262,2,car,
04118.png,641,720,1278,215,0.711914,2,car,
04118.png,626.5,439,43,36,0.65332,2,car,
04118.png,661.5,425,21,19,0.591797,2,car,
04118.png,1018.5,539,495,456,0.924316,7,truck,
04118.png,576.5,425,29,31,0.661621,7,truck,
04119.png,390,485,160,96,0.935059,2,car,
04119.png,548,435,48,34,0.835449,2,car,
04119.png,640,718,1280,220,0.751953,2,car,
04119.png,626,439,42,36,0.605957,2,car,
04119.png,661.5,425,21,19,0.597168,2,car,
04119.png,596.5,422,13,12,0.567871,2,car,
04119.png,1013,540,480,458,0.931152,7,truck,
04119.png,576,425,30,30,0.672363,7,truck,
04120.png,391,484,158,96,0.938477,2,car,
04120.png,548,435,48,34,0.85498,2,car,
04120.png,640,718,1280,219,0.766602,2,car,
04120.png,626.5,439,43,36,0.624023,2,car,
04120.png,596.5,421,13,11,0.580078,2,car,
04120.png,661.5,425,21,19,0.577148,2,car,
04120.png,1013,540,478,457,0.933105,7,truck,
04120.png,577.5,425,29,30,0.667969,7,truck,
04120.png,171,347,10,17,0.533691,9,traffic light,
04121.png,392,484,158,96,0.939453,2,car,
04121.png,548.5,435,49,34,0.853516,2,car,
04121.png,640,718,1280,218,0.757324,2,car,
04121.png,626.5,439,43,36,0.614258,2,car,
04121.png,661.5,425,21,19,0.584961,2,car,
04121.png,596.5,421,13,12,0.578125,2,car,
04121.png,1015.5,540,481,460,0.928711,7,truck,
04121.png,576.5,425,29,30,0.675781,7,truck,
04122.png,393,484,158,95,0.940918,2,car,
04122.png,549.5,435,47,34,0.843262,2,car,
04122.png,640,718,1280,212,0.68457,2,car,
04122.png,626.5,439,43,36,0.65625,2,car,
04122.png,661.5,425,21,19,0.598633,2,car,
04122.png,596.5,421,13,12,0.555176,2,car,
04122.png,1014.5,540,481,460,0.927734,7,truck,
04122.png,576,425,30,30,0.670898,7,truck,
04122.png,240.5,483,113,50,0.528809,13,bench,
04123.png,394.5,483,157,95,0.940918,2,car,
04123.png,548,435,48,33,0.850586,2,car,
04123.png,640,718,1280,222,0.68457,2,car,
04123.png,626,438,42,36,0.649902,2,car,
04123.png,596.5,421,13,12,0.568359,2,car,
04123.png,661.5,424,21,19,0.540527,2,car,
04123.png,1014,540,482,461,0.929688,7,truck,
04123.png,576.5,424,29,30,0.67627,7,truck,
04124.png,395,482,156,94,0.935059,2,car,
04124.png,548,435,48,34,0.85498,2,car,
04124.png,640,719,1280,220,0.729492,2,car,
04124.png,626.5,439,43,36,0.681152,2,car,
04124.png,661.5,425,21,19,0.628418,2,car,
04124.png,310,426,46,23,0.566406,2,car,
04124.png,596.5,421,13,12,0.532715,2,car,
04124.png,1020,540,494,461,0.922852,7,truck,
04124.png,577,425,30,30,0.629395,7,truck,
04124.png,158,345,10,18,0.529297,9,traffic light,
04125.png,396.5,482,157,94,0.93457,2,car,
04125.png,549.5,435,49,34,0.855469,2,car,
04125.png,640,719,1280,215,0.710449,2,car,
04125.png,305,427,56,25,0.651855,2,car,
04125.png,626,439,42,36,0.642578,2,car,
04125.png,661.5,425,21,19,0.594238,2,car,
04125.png,596.5,421,13,12,0.51709,2,car,
04125.png,1022.5,539,495,461,0.921875,7,truck,
04125.png,577,425,30,31,0.679688,7,truck,
04126.png,397.5,482,155,93,0.935059,2,car,
04126.png,549,435,48,33,0.848633,2,car,
04126.png,640,719,1280,215,0.745605,2,car,
04126.png,302.5,416,57,14,0.734863,2,car,
04126.png,626.5,439,43,36,0.613281,2,car,
04126.png,661,425,22,19,0.571777,2,car,
04126.png,1018.5,539,489,461,0.928711,7,truck,
04126.png,577,426,30,31,0.689941,7,truck,
04127.png,398.5,482,155,94,0.9375,2,car,
04127.png,549.5,435,47,34,0.800293,2,car,
04127.png,294,417,64,15,0.749023,2,car,
04127.png,640,718,1280,220,0.712402,2,car,
04127.png,626.5,439,43,36,0.540527,2,car,
04127.png,596.5,421,13,12,0.520508,2,car,
04127.png,1023.5,540,499,463,0.92627,7,truck,
04127.png,577,426,30,31,0.725586,7,truck,
04127.png,626,439,44,36,0.546387,7,truck,
04128.png,398.5,482,155,93,0.936523,2,car,
04128.png,549.5,435,47,34,0.806641,2,car,
04128.png,286.5,417,67,16,0.78418,2,car,
04128.png,640,718,1280,228,0.736328,2,car,
04128.png,626.5,440,43,37,0.572266,2,car,
04128.png,596.5,421,13,11,0.521973,2,car,
04128.png,1023.5,539,507,463,0.92627,7,truck,
04128.png,577.5,425,29,31,0.681641,7,truck,
04129.png,399.5,482,153,93,0.93457,2,car,
04129.png,549.5,435,47,34,0.82373,2,car,
04129.png,276,416,70,16,0.814941,2,car,
04129.png,640,718,1280,217,0.737305,2,car,
04129.png,626.5,440,43,37,0.621094,2,car,
04129.png,661,425,22,19,0.569336,2,car,
04129.png,597.5,421,13,11,0.5625,2,car,
04129.png,1025.5,539,507,464,0.924316,7,truck,
04129.png,577,425,30,31,0.695801,7,truck,
04129.png,140,342,10,19,0.568359,9,traffic light,
04130.png,400.5,481,153,92,0.934082,2,car,
04130.png,549.5,435,47,33,0.818359,2,car,
04130.png,266,416,72,16,0.751953,2,car,
04130.png,640,719,1280,216,0.726074,2,car,
04130.png,626.5,439,43,36,0.570801,2,car,
04130.png,596.5,421,13,11,0.529785,2,car,
04130.png,661,425,22,19,0.519043,2,car,
04130.png,1025,540,506,465,0.922852,7,truck,
04130.png,577,425,30,31,0.720703,7,truck,
04130.png,626,439,44,35,0.521484,7,truck,
04131.png,401,481,152,92,0.9375,2,car,
04131.png,255,417,76,17,0.855469,2,car,
04131.png,549,435,48,33,0.836426,2,car,
04131.png,640,718,1280,226,0.723145,2,car,
04131.png,627.5,439,43,36,0.566895,2,car,
04131.png,661,425,22,19,0.541992,2,car,
04131.png,1023.5,539,507,465,0.923828,7,truck,
04131.png,578,425,30,31,0.693848,7,truck,
04132.png,402.5,481,151,92,0.935547,2,car,
04132.png,244,417,78,17,0.847168,2,car,
04132.png,549,435,48,33,0.831055,2,car,
04132.png,640,719,1280,221,0.682129,2,car,
04132.png,626.5,439,43,36,0.620605,2,car,
04132.png,661,425,22,19,0.521484,2,car,
04132.png,1025.5,539,507,466,0.922852,7,truck,
04132.png,578.5,426,29,31,0.694824,7,truck,
04133.png,403.5,480,149,92,0.936035,2,car,
04133.png,232,417,82,18,0.852539,2,car,
04133.png,549,435,48,33,0.840332,2,car,
04133.png,626,439,42,37,0.687988,2,car,
04133.png,640,718,1280,228,0.630371,2,car,
04133.png,661.5,425,21,19,0.615234,2,car,
04133.png,597.5,421,13,11,0.509277,2,car,
04133.png,1023.5,540,505,468,0.922852,7,truck,
04133.png,578.5,424,29,30,0.692871,7,truck,
04133.png,330,391,10,14,0.502441,9,traffic light,
04134.png,404.5,480,149,91,0.9375,2,car,
04134.png,220.5,418,87,19,0.851562,2,car,
04134.png,550,435,46,33,0.82959,2,car,
04134.png,626,439,44,36,0.634766,2,car,
04134.png,661,425,22,19,0.521973,2,car,
04134.png,1025.5,541,507,469,0.921875,7,truck,
04134.png,578.5,426,29,31,0.720215,7,truck,
04134.png,626,439,44,36,0.502441,7,truck,
04134.png,121.5,340,11,20,0.558594,9,traffic light,
04135.png,404.5,481,149,91,0.931152,2,car,
04135.png,207,418,90,19,0.861816,2,car,
04135.png,550.5,435,47,33,0.771484,2,car,
04135.png,627.5,439,43,36,0.651367,2,car,
04135.png,597.5,422,13,11,0.587891,2,car,
04135.png,640,719,1280,217,0.515625,2,car,
04135.png,1021,540,512,469,0.924316,7,truck,
04135.png,577.5,426,29,31,0.72168,7,truck,
04136.png,405.5,480,147,91,0.935059,2,car,
04136.png,193,417,92,20,0.847656,2,car,
04136.png,550,435,46,33,0.835938,2,car,
04136.png,627,439,44,36,0.612305,2,car,
04136.png,597.5,421,13,12,0.514648,2,car,
04136.png,640,719,1280,215,0.507324,2,car,
04136.png,1021,538,508,468,0.921875,7,truck,
04136.png,578.5,425,29,31,0.664062,7,truck,
04136.png,114.5,339,11,21,0.62793,9,traffic light,
04137.png,406,480,146,90,0.932129,2,car,
04137.png,177,418,96,21,0.868164,2,car,
04137.png,550.5,436,47,33,0.834961,2,car,
04137.png,640,718,1280,224,0.70459,2,car,
04137.png,626.5,440,43,36,0.687012,2,car,
04137.png,597.5,422,13,10,0.564941,2,car,
04137.png,661.5,426,21,20,0.500488,2,car,
04137.png,1021,539,510,469,0.922852,7,truck,
04137.png,578,427,28,31,0.685547,7,truck,
04137.png,109,338,10,20,0.592285,9,traffic light,
04138.png,406,478,146,90,0.926758,2,car,
04138.png,550.5,435,47,33,0.848145,2,car,
04138.png,162.5,417,101,21,0.839355,2,car,
04138.png,626,440,42,37,0.68457,2,car,
04138.png,640,718,1278,226,0.661133,2,car,
04138.png,598.5,421,13,11,0.546875,2,car,
04138.png,1022.5,539,509,469,0.922852,7,truck,
04138.png,578,425,28,30,0.68457,7,truck,
04138.png,106.5,336,11,20,0.68457,9,traffic light,
04139.png,407.5,480,145,90,0.92627,2,car,
04139.png,144,419,110,23,0.853516,2,car,
04139.png,550,436,48,33,0.845703,2,car,
04139.png,640,717,1280,232,0.774902,2,car,
04139.png,626.5,441,43,37,0.668945,2,car,
04139.png,598.5,422,13,10,0.546387,2,car,
04139.png,1022.5,540,507,472,0.921875,7,truck,
04139.png,578,426,28,30,0.59668,7,truck,
04139.png,102,337,10,20,0.516602,9,traffic light,
04140.png,408,479,144,89,0.926758,2,car,
04140.png,127.5,418,111,23,0.838379,2,car,
04140.png,551,435,46,32,0.835449,2,car,
04140.png,640,719,1280,233,0.731934,2,car,
04140.png,627.5,440,43,36,0.668457,2,car,
04140.png,598.5,423,13,11,0.506836,2,car,
04140.png,1023,538,510,467,0.923828,7,truck,
04140.png,578,426,28,30,0.657227,7,truck,
04140.png,97.5,337,11,21,0.567383,9,traffic light,
04141.png,409.5,479,143,89,0.931152,2,car,
04141.png,551.5,435,45,32,0.837891,2,car,
04141.png,108,417,118,24,0.78125,2,car,
04141.png,640,718,1280,232,0.737793,2,car,
04141.png,627.5,441,43,37,0.662598,2,car,
04141.png,598.5,422,13,11,0.530762,2,car,
04141.png,1023,540,508,471,0.92041,7,truck,
04141.png,578.5,427,29,31,0.621582,7,truck,
04142.png,410.5,479,143,88,0.932617,2,car,
04142.png,87,418,118,25,0.857422,2,car,
04142.png,551,435,46,32,0.847168,2,car,
04142.png,640,718,1280,229,0.738281,2,car,
04142.png,627,441,44,37,0.687012,2,car,
04142.png,1023.5,539,509,470,0.922852,7,truck,
04142.png,579,427,28,30,0.645508,7,truck,
04142.png,89.5,336,11,22,0.520508,9,traffic light,
04142.png,262,485,152,46,0.500488,13,bench,
04143.png,410.5,477,143,88,0.929199,2,car,
04143.png,551.5,436,47,33,0.850098,2,car,
04143.png,66,416,126,26,0.816406,2,car,
04143.png,628,440,44,36,0.670898,2,car,
04143.png,640,718,1280,240,0.65332,2,car,
04143.png,598.5,422,13,11,0.60498,2,car,
04143.png,662.5,426,21,19,0.50293,2,car,
04143.png,1023,537,508,470,0.924316,7,truck,
04143.png,578,427,30,31,0.693359,7,truck,
04144.png,411,478,142,88,0.930176,2,car,
04144.png,551.5,435,47,32,0.864258,2,car,
04144.png,54.5,417,109,28,0.854492,2,car,
04144.png,627.5,441,43,37,0.693359,2,car,
04144.png,640,718,1278,226,0.687012,2,car,
04144.png,598.5,422,13,11,0.586426,2,car,
04144.png,662.5,426,21,20,0.506836,2,car,
04144.png,1026,538,506,472,0.925293,7,truck,
04144.png,578.5,427,29,31,0.696777,7,truck,
04145.png,412,478,142,87,0.930176,2,car,
04145.png,550,436,48,32,0.862793,2,car,
04145.png,44.5,417,89,29,0.772461,2,car,
04145.png,628,441,44,37,0.746094,2,car,
04145.png,640,719,1280,225,0.739746,2,car,
04145.png,598.5,423,13,11,0.593262,2,car,
04145.png,661,426,22,20,0.543945,2,car,
04145.png,1026,538,506,470,0.92627,7,truck,
04145.png,579,427,28,32,0.689941,7,truck,
04146.png,413,477,142,87,0.916992,2,car,
04146.png,551.5,435,45,32,0.852051,2,car,
04146.png,33.5,416,67,30,0.695801,2,car,
04146.png,628,440,44,37,0.67041,2,car,
04146.png,598.5,422,13,11,0.621582,2,car,
04146.png,640,719,1280,228,0.619629,2,car,
04146.png,1025,538,510,471,0.927734,7,truck,
04146.png,579.5,427,29,32,0.693359,7,truck,
04146.png,661.5,426,21,19,0.505859,7,truck,
04147.png,414.5,477,141,86,0.918457,2,car,
04147.png,551,436,46,32,0.859863,2,car,
04147.png,640,719,1280,225,0.77832,2,car,
04147.png,628,441,44,37,0.733887,2,car,
04147.png,21.5,416,43,31,0.632324,2,car,
04147.png,598.5,423,13,11,0.570312,2,car,
